Dnr,Agenda_2030
2018-02424,3
2018-02448,3
2018-02457,3
2018-02460,3
2018-02472,3
2018-02484,3
2018-02558,3
2018-02576,3
2018-03182,3
2018-03188,3
2018-03189,3
2018-03190,3
2018-03421,3
2018-03423,3
2018-03427,3
2018-03456,3
2018-03683,3
2018-03709,3
2018-03714,3
2018-03716,3
2018-03721,3
2018-03986,3
2018-03988,3
2018-04007,3
2018-04010,3
2018-04018,3
2018-04193,3
2018-04203,3
2018-04233,3
2018-04235,3
2018-04356,3
2018-04359,3
2018-04370,3
2018-04373,3
2018-04383,3
2018-04389,3
2018-04392,3
2018-04473,3
2018-04492,3
2018-04535,3
2018-04563,3
2018-04712,3
2018-04781,3
2018-04792,3
2018-04857,3
2018-04890,3
2018-05219,3
2019-00106,3
2019-01040,3
2019-01144,3
2019-01150,3
2019-01207,3
2019-01209,3
2019-01213,3
2019-01247,3
2019-01263,3
2019-02059,3
2019-02122,3
2019-02199,3
2019-02298,3
2019-02308,3
2019-02363,3
2019-02526,3
2019-02530,3
2019-02554,3
2019-02662,3
2019-02835,3
2019-03314,3
2019-03422,3
2019-03568,3
2019-03570,3
2019-03596,3
2019-03826,3
2019-04603,3
2019-04612,3
2019-04624,3
2019-04625,3
2019-04656,3
2019-04710,3
2019-04723,3
2019-04753,3
2019-04801,3
2019-04854,3
2019-04964,3
2019-05078,3
2019-05105,3
2019-05222,3
2019-05358,3
2019-05386,3
2018-04946,3
2018-05071,3
2018-05320,3
2018-05382,3
2019-00187,3
2019-00246,3
2019-00247,3
2019-00309,3
2019-00359,3
2019-00434,3
2019-00458,3
2019-00574,3
2019-00583,3
2019-00621,3
2019-00628,3
2019-00641,3
2019-00658,3
2019-00716,3
2019-00797,3
2019-00896,3
2019-00900,3
2019-00945,3
2019-00950,3
2019-00962,3
2019-00982,3
2019-00998,3
2019-01001,3
2019-01014,3
2019-01019,3
2019-01243,3
2019-01251,3
2019-01284,3
2019-01306,3
2019-01307,3
2019-01346,3
2019-01598,3
2019-01600,3
2019-01627,3
2019-01657,3
2019-01658,3
2019-01704,3
2019-01737,3
2019-01774,3
2019-01808,3
2019-01825,3
2019-01834,3
2019-01876,3
2019-01889,3
2019-01899,3
2019-01974,3
2019-02019,3
2019-02031,3
2019-02052,3
2019-02169,3
2019-02172,3
2019-02217,3
2019-02393,3
2019-02418,3
2019-02674,3
2019-02722,3
2019-02801,3
2019-02861,3
2019-02894,3
2019-03282,3
2019-03291,3
2019-03313,3
2019-03327,3
2019-03541,3
2019-03696,3
2019-03901,3
2019-03986,3
2019-03996,3
2019-04069,3
2019-04086,3
2019-04152,3
2019-04250,3
2019-04359,3
2019-04773,3
2019-04899,3
2019-04906,3
2019-05804,3
2019-05068,3
2019-05422,3
2019-05436,3
2019-05438,3
2019-05441,3
2019-05513,3
2019-05597,3
2019-05603,3
2020-00049,3
2020-00093,3
2020-00116,3
2020-00133,3
2020-00153,3
2020-00234,3
2020-00391,3
2020-00417,3
2020-00431,3
2020-00532,3
2020-00543,3
2020-00623,3
2020-00630,3
2020-00669,3
2020-00751,3
2020-00916,3
2020-00926,3
2020-01139,3
2020-01165,3
2020-01174,3
2020-01214,3
2020-01234,3
2020-01247,3
2020-01279,3
2020-01281,3
2020-01289,3
2020-01308,3
2020-01335,3
2020-01336,3
2020-01430,3
2020-01441,3
2020-01498,3
2020-01535,3
2020-01582,3
2020-01613,3
2020-01639,3
2020-01654,3
2020-01659,3
2020-01680,3
2020-01707,3
2020-01716,3
2020-01718,3
2020-01824,3
2020-01873,3
2020-01878,3
2020-02196,3
2020-02335,3
2020-02337,3
2020-02408,3
2020-02426,3
2020-02583,3
2020-02783,3
2020-02816,3
2020-02998,3
2020-03005,3
2020-03197,3
2020-03212,3
2020-03261,3
2020-03289,3
2020-03290,3
2020-03525,3
2020-03633,3
2020-03974,3
2020-03976,3
2020-04206,3
2020-00022,3
2020-00197,3
2020-01065,3
2020-01914,3
2020-02218,3
2020-02374,3
2020-02402,3
2017-01553,3
2018-01779,3
2018-00275,3
2018-01619,3
2018-01646,3
2018-02094,3
2018-03356,3
2018-03426,3
2018-03498,3
2018-03732,3
2019-00227,3
2019-01099,3
2019-04747,3
2019-00234,3
2019-00553,3
2019-00738,3
2019-01307,3
2019-01930,3
2019-02447,3
2019-02738,3
2019-02859,3
2019-04141,3
2019-04336,3
2020-00140,3
2020-00346,3
2020-01151,3
2020-01461,3
2020-02411,3
2016-05067,3
2018-00593,3
2018-00674,3
2018-02378,3
2018-03052,3
2018-03896,3
2017-05462,3
2018-01010,3
2018-01815,3
2018-03095,3
2018-03433,3
2018-03512,3
2018-03669,3
2018-04356,3
2019-01106,3
2019-02153,3
2019-02279,3
2019-02368,3
2019-03760,3
2019-04500,3
2019-05130,3
2019-05538,3
2019-00176,3
2019-00341,3
2019-00369,3
2019-00568,3
2019-03360,3
2019-03737,3
2019-04404,3
2019-04775,3
2019-05674,3
2020-00158,3
2020-00229,3
2020-01042,3
2020-01272,3
2020-01299,3
2020-01302,3
2020-01577,3
2020-01654,3
2020-02407,3
2020-02509,3
2020-03292,3
2020-00222,3
2020-02374,3
2016-05093,3
2016-05135,3
2017-02016,3
2017-02989,3
2017-04821,3
2017-04887,3
2017-02027,3
2017-02088,3
2017-02328,3
2017-02329,3
2017-02456,3
2017-02465,3
2017-02470,3
2017-02662,3
2017-02663,3
2017-02851,3
2017-02988,3
2017-03020,3
2017-03022,3
2017-03077,3
2017-03126,3
2017-03216,3
2017-03238,3
2017-03617,3
2017-04101,3
2017-04545,3
2017-04760,3
2017-04790,3
2017-04793,3
2017-04801,3
2017-04807,3
2017-05293,3
2017-05300,3
2017-05329,3
2018-00108,3
2018-00217,3
2018-00422,3
2018-00438,3
2018-00467,3
2018-00555,3
2018-00683,3
2018-00698,3
2018-00760,3
2018-00772,3
2018-00843,3
2018-01517,3
2018-01532,3
2018-01551,3
2018-01592,3
2018-01692,3
2018-01779,3
2018-01829,3
2018-01942,3
2018-01963,3
2018-01972,3
2018-01987,3
2018-01991,3
2018-02230,3
2018-02244,3
2018-02302,3
2018-02371,3
2018-02394,3
2018-02651,3
2018-02709,3
2018-02804,3
2018-02921,3
2018-02933,3
2018-02950,3
2018-02955,3
2018-02972,3
2018-03001,3
2018-03011,3
2018-03025,3
2018-03057,3
2018-03065,3
2018-03071,3
2018-03100,3
2018-03112,3
2018-03114,3
2018-03144,3
2018-03239,3
2018-03245,3
2018-03340,3
2018-03649,3
2018-03656,3
2018-03825,3
2018-03878,3
2018-03880,3
2018-03882,3
2018-03890,3
2018-03896,3
2018-03934,3
2018-03965,3
2018-04482,3
2018-04499,3
2018-04501,3
2018-04900,3
2017-05517,3
2017-05619,3
2017-05622,3
2018-00114,3
2018-00126,3
2018-00184,3
2018-00185,3
2018-00195,3
2018-00213,3
2018-00245,3
2018-00252,3
2018-00254,3
2018-00260,3
2018-00268,3
2018-00274,3
2018-00394,3
2018-00421,3
2018-00431,3
2018-00465,3
2018-00525,3
2018-00540,3
2018-00625,3
2018-00646,3
2018-00695,3
2018-00711,3
2018-00767,3
2018-00788,3
2018-00830,3
2018-00834,3
2018-00871,3
2018-00879,3
2018-00949,3
2018-00977,3
2018-01000,3
2018-01039,3
2018-01045,3
2018-01056,3
2018-01074,3
2018-01098,3
2018-01102,3
2018-01123,3
2018-01131,3
2018-01161,3
2018-01203,3
2018-01214,3
2018-01321,3
2018-01342,3
2018-01347,3
2018-01405,3
2018-01418,3
2018-01476,3
2018-01494,3
2018-01523,3
2018-01539,3
2018-01619,3
2018-01737,3
2018-01789,3
2018-01796,3
2018-01805,3
2018-01815,3
2018-01859,3
2018-01872,3
2018-01888,3
2018-01922,3
2018-01959,3
2018-02012,3
2018-02029,3
2018-02068,3
2018-02121,3
2018-02122,3
2018-02127,3
2018-02159,3
2018-02179,3
2018-02219,3
2018-02241,3
2018-02272,3
2018-02278,3
2018-02280,3
2018-02417,3
2018-02423,3
2018-02460,3
2018-02477,3
2018-02494,3
2018-02497,3
2018-02506,3
2018-02639,3
2018-02642,3
2018-02961,3
2018-02986,3
2018-03038,3
2018-03078,3
2018-03111,3
2018-03138,3
2018-03167,3
2018-03209,3
2018-03242,3
2018-03249,3
2018-03250,3
2018-03252,3
2018-03253,3
2018-03266,3
2018-03272,3
2018-03273,3
2018-03282,3
2018-03291,3
2018-03303,3
2018-03322,3
2018-03427,3
2018-03428,3
2018-03451,3
2018-03457,3
2018-03494,3
2018-03498,3
2018-03512,3
2018-03682,3
2018-03686,3
2018-03690,3
2018-03709,3
2018-03714,3
2018-03721,3
2018-03732,3
2018-03820,3
2018-03866,3
2018-03901,3
2018-03932,3
2018-03935,3
2018-03999,3
2018-04010,3
2018-04037,3
2018-04189,3
2018-04190,3
2018-04196,3
2018-04233,3
2018-04235,3
2018-04236,3
2018-04242,3
2018-04251,3
2018-04256,3
2018-04259,3
2018-04349,3
2018-04353,3
2018-04356,3
2018-04375,3
2018-04378,3
2018-04430,3
2018-04508,3
2018-04553,3
2018-04563,3
2018-04662,3
2018-04670,3
2018-04706,3
2018-04718,3
2018-04732,3
2018-04792,3
2018-04820,3
2018-04821,3
2018-04853,3
2018-04855,3
2018-04857,3
2018-04864,3
2018-04865,3
2018-04897,3
2018-04910,3
2018-04968,3
2018-05291,3
2018-05313,3
2018-05127,3
2018-05142,3
2019-00103,3
2019-00106,3
2019-00834,3
2019-00848,3
2019-01058,3
2019-01090,3
2019-01099,3
2019-01185,3
2019-01187,3
2019-01188,3
2019-01189,3
2019-01202,3
2019-01213,3
2019-01340,3
2019-01361,3
2019-01378,3
2019-01379,3
2019-01389,3
2019-01405,3
2019-01423,3
2019-01443,3
2019-01467,3
2019-01472,3
2019-01502,3
2019-01522,3
2019-01528,3
2019-01562,3
2019-01919,3
2019-01932,3
2019-02055,3
2019-02083,3
2019-02208,3
2019-02265,3
2019-02285,3
2019-02298,3
2019-02559,3
2019-02638,3
2019-02679,3
2019-02887,3
2019-02909,3
2019-02944,3
2019-02948,3
2019-03018,3
2019-03029,3
2019-03046,3
2019-03059,3
2019-03066,3
2019-03097,3
2019-03117,3
2019-03119,3
2019-03121,3
2019-03488,3
2019-03500,3
2019-03542,3
2019-03558,3
2019-03565,3
2019-03617,3
2019-03618,3
2019-03707,3
2019-03756,3
2019-03826,3
2019-04068,3
2019-04149,3
2019-04407,3
2019-04412,3
2019-04413,3
2019-04526,3
2019-04548,3
2019-04656,3
2019-04671,3
2019-04710,3
2019-04735,3
2019-04753,3
2019-04805,3
2019-04856,3
2019-04894,3
2019-05038,3
2019-05044,3
2019-05070,3
2019-05144,3
2019-05156,3
2019-05360,3
2018-04932,3
2018-04957,3
2018-05145,3
2018-05206,3
2018-05302,3
2018-05320,3
2018-05382,3
2018-05397,3
2019-00078,3
2019-00147,3
2019-00187,3
2019-00234,3
2019-00235,3
2019-00278,3
2019-00359,3
2019-00364,3
2019-00434,3
2019-00460,3
2019-00531,3
2019-00574,3
2019-00583,3
2019-00590,3
2019-00621,3
2019-00681,3
2019-00691,3
2019-00738,3
2019-00754,3
2019-00808,3
2019-00879,3
2019-00962,3
2019-00986,3
2019-00993,3
2019-01000,3
2019-01001,3
2019-01062,3
2019-01082,3
2019-01329,3
2019-01346,3
2019-01422,3
2019-01551,3
2019-01711,3
2019-01825,3
2019-02132,3
2019-02152,3
2019-02217,3
2019-02225,3
2019-02267,3
2019-02312,3
2019-02323,3
2019-02349,3
2019-02398,3
2019-02418,3
2019-02434,3
2019-02467,3
2019-02469,3
2019-02482,3
2019-02486,3
2019-02498,3
2019-02501,3
2019-02536,3
2019-02550,3
2019-02557,3
2019-02558,3
2019-02574,3
2019-02722,3
2019-02738,3
2019-02861,3
2019-02862,3
2019-02865,3
2019-02869,3
2019-02893,3
2019-02917,3
2019-02919,3
2019-03260,3
2019-03291,3
2019-03293,3
2019-03316,3
2019-03318,3
2019-03327,3
2019-03474,3
2019-03487,3
2019-03529,3
2019-03588,3
2019-03609,3
2019-03628,3
2019-03696,3
2019-03720,3
2019-03729,3
2019-03819,3
2019-04020,3
2019-04286,3
2019-04306,3
2019-04336,3
2019-04349,3
2019-04359,3
2019-04411,3
2019-04480,3
2019-04563,3
2019-04697,3
2019-04771,3
2019-04774,3
2019-04783,3
2019-04843,3
2019-05131,3
2019-05218,3
2019-05262,3
2019-05355,3
2019-05364,3
2019-00029,3
2019-03060,3
2019-05162,3
2019-05274,3
2019-05310,3
2019-05318,3
2019-05402,3
2019-05428,3
2019-05438,3
2019-05470,3
2019-05479,3
2019-05513,3
2019-05520,3
2019-05566,3
2019-05569,3
2019-05638,3
2019-05643,3
2019-05644,3
2019-05690,3
2019-05713,3
2019-05728,3
2019-05792,3
2019-05855,3
2020-00144,3
2020-00156,3
2020-00228,3
2020-00229,3
2020-00238,3
2020-00260,3
2020-00280,3
2020-00339,3
2020-00391,3
2020-00439,3
2020-00441,3
2020-00464,3
2020-00470,3
2020-00472,3
2020-00543,3
2020-00576,3
2020-00584,3
2020-00614,3
2020-00669,3
2020-00765,3
2020-00767,3
2020-00773,3
2020-00788,3
2020-00797,3
2020-00873,3
2020-00896,3
2020-00915,3
2020-00925,3
2020-00926,3
2020-00934,3
2020-00935,3
2020-00958,3
2020-00990,3
2020-01043,3
2020-01067,3
2020-01092,3
2020-01174,3
2020-01214,3
2020-01217,3
2020-01219,3
2020-01272,3
2020-01308,3
2020-01312,3
2020-01567,3
2020-01680,3
2020-01752,3
2020-01905,3
2020-01970,3
2020-02026,3
2020-02196,3
2020-02330,3
2020-02337,3
2020-02341,3
2020-02345,3
2020-02376,3
2020-02389,3
2020-02443,3
2020-02451,3
2020-02865,3
2020-02868,3
2020-02896,3
2020-03005,3
2020-03055,3
2020-03058,3
2020-03061,3
2020-03065,3
2020-03076,3
2020-03103,3
2020-03187,3
2020-03256,3
2020-03355,3
2020-03356,3
2020-03517,3
2020-03595,3
2020-03602,3
2020-03662,3
2020-03782,3
2020-03848,3
2020-03849,3
2020-03850,3
2020-03851,3
2020-03868,3
2020-03938,3
2020-04030,3
2020-04148,3
2020-04149,3
2020-04207,3
2020-04318,3
2019-05167,3
2019-05178,3
2019-05572,3
2020-00016,3
2020-00231,3
2020-00336,3
2020-01349,3
2020-01989,3
2020-03032,3
2020-03053,3
2017-03533,4
2018-03540,4
2018-01138,4
2018-01211,4
2018-02483,4
2018-03101,4
2018-03442,4
2018-04509,4
2019-02318,4
2018-05385,4
2019-01081,4
2019-02579,4
2020-01488,4
2020-02516,4
2020-02519,4
2016-05289,4
2017-04837,4
2017-05249,4
2017-03724,4
2017-04701,4
2017-04962,4
2017-05147,4
2017-05211,4
2017-05408,4
2017-05482,4
2017-05540,4
2018-00611,4
2018-00794,4
2018-00797,4
2018-01274,4
2018-02329,4
2018-02379,4
2018-02551,4
2018-03540,4
2018-03583,4
2018-03829,4
2018-04110,4
2018-04451,4
2017-05541,4
2017-05544,4
2017-05619,4
2017-05636,4
2018-00084,4
2018-00094,4
2018-00098,4
2018-00487,4
2018-00524,4
2018-00539,4
2018-00771,4
2018-00788,4
2018-00792,4
2018-00839,4
2018-01135,4
2018-01236,4
2018-01308,4
2018-01388,4
2018-01414,4
2018-01630,4
2018-01893,4
2018-02292,4
2018-02445,4
2018-02484,4
2018-02518,4
2018-03027,4
2018-03081,4
2018-03101,4
2018-03207,4
2018-03384,4
2018-03603,4
2018-04017,4
2018-04471,4
2018-04662,4
2018-04733,4
2018-04658,4
2018-04837,4
2018-05373,4
2019-00838,4
2019-00843,4
2019-01326,4
2019-02363,4
2019-02624,4
2019-02754,4
2019-02997,4
2019-03459,4
2019-04347,4
2019-04713,4
2019-05798,4
2019-05802,4
2018-05385,4
2019-00231,4
2019-00474,4
2019-00502,4
2019-00635,4
2019-00668,4
2019-00982,4
2019-01253,4
2019-01332,4
2019-02275,4
2019-02312,4
2019-02710,4
2019-02798,4
2019-02876,4
2019-03316,4
2019-03774,4
2019-03948,4
2019-04011,4
2019-05803,4
2019-05491,4
2019-05583,4
2019-05605,4
2019-05606,4
2019-05913,4
2020-00134,4
2020-00407,4
2020-00426,4
2020-00445,4
2020-00453,4
2020-00458,4
2020-00463,4
2020-00628,4
2020-01228,4
2020-01417,4
2020-01480,4
2020-01567,4
2020-01674,4
2020-01873,4
2020-02516,4
2020-02517,4
2020-02840,4
2020-03108,4
2020-03853,4
2020-00052,4
2020-00341,4
2017-01071,4
2017-01765,4
2017-03761,4
2017-04447,4
2017-05293,4
2018-01281,4
2018-01519,4
2018-00213,4
2018-00280,4
2018-00431,4
2018-01021,4
2018-01204,4
2018-01535,4
2018-01646,4
2018-01747,4
2018-01893,4
2018-02951,4
2018-03184,4
2018-03381,4
2018-03402,4
2018-03442,4
2018-03669,4
2018-03671,4
2018-03683,4
2018-04393,4
2018-04658,4
2019-01263,4
2019-02200,4
2019-02772,4
2019-02994,4
2019-03767,4
2019-04412,4
2019-04591,4
2019-04604,4
2019-04713,4
2019-04833,4
2019-04837,4
2019-05101,4
2019-05105,4
2019-00101,4
2019-00141,4
2019-00152,4
2019-00182,4
2019-00269,4
2019-00321,4
2019-00553,4
2019-00950,4
2019-01003,4
2019-01020,4
2019-01266,4
2019-01284,4
2019-01285,4
2019-01869,4
2019-02498,4
2019-04121,4
2019-04822,4
2019-05215,4
2019-05804,4
2019-05188,4
2020-00093,4
2020-00145,4
2020-00237,4
2020-00396,4
2020-00426,4
2020-00779,4
2020-01139,4
2020-01530,4
2020-01649,4
2020-01667,4
2020-02097,4
2020-02390,4
2020-02401,4
2020-02519,4
2020-03290,4
2020-04008,4
2020-00052,4
2020-01436,4
2016-02676,4
2017-05375,4
2017-00849,4
2017-05426,4
2017-03529,4
2017-03533,4
2018-00551,4
2018-00622,4
2018-00791,4
2018-01533,4
2018-02011,4
2018-02581,4
2018-02905,4
2018-02948,4
2018-03540,4
2018-03621,4
2018-03821,4
2018-03828,4
2018-04174,4
2018-04451,4
2018-04720,4
2018-04819,4
2018-04903,4
2017-05514,4
2018-00426,4
2018-00510,4
2018-00511,4
2018-00753,4
2018-00788,4
2018-01113,4
2018-01115,4
2018-01204,4
2018-01211,4
2018-01226,4
2018-01254,4
2018-01316,4
2018-01424,4
2018-01534,4
2018-01581,4
2018-01630,4
2018-01847,4
2018-01893,4
2018-02066,4
2018-02297,4
2018-02321,4
2018-02339,4
2018-02484,4
2018-02518,4
2018-02528,4
2018-02756,4
2018-02791,4
2018-02988,4
2018-03027,4
2018-03087,4
2018-03101,4
2018-03219,4
2018-03258,4
2018-03442,4
2018-03646,4
2018-03736,4
2018-03844,4
2018-04016,4
2018-04314,4
2018-04481,4
2018-04569,4
2018-04642,4
2018-04671,4
2018-04716,4
2018-04764,4
2018-04765,4
2018-04833,4
2018-05094,4
2019-00753,4
2019-01326,4
2019-02051,4
2019-02126,4
2019-02624,4
2019-02679,4
2019-02714,4
2019-02743,4
2019-02772,4
2019-02880,4
2019-02948,4
2019-02969,4
2019-03448,4
2019-03459,4
2019-03463,4
2019-04412,4
2019-04413,4
2019-04534,4
2019-04755,4
2019-04904,4
2019-05116,4
2019-05147,4
2019-05369,4
2019-05577,4
2018-05307,4
2018-05385,4
2019-00079,4
2019-00111,4
2019-00635,4
2019-00650,4
2019-00936,4
2019-01056,4
2019-01081,4
2019-01366,4
2019-01556,4
2019-01641,4
2019-01726,4
2019-01779,4
2019-01783,4
2019-02224,4
2019-02293,4
2019-02467,4
2019-02468,4
2019-02657,4
2019-03100,4
2019-03327,4
2019-03682,4
2019-03986,4
2019-04045,4
2019-04683,4
2019-04942,4
2019-05399,4
2019-00029,4
2019-05303,4
2019-05653,4
2019-05672,4
2019-05805,4
2019-05931,4
2020-00116,4
2020-00589,4
2020-00671,4
2020-00781,4
2020-00995,4
2020-01003,4
2020-01228,4
2020-01297,4
2020-01595,4
2020-01654,4
2020-01667,4
2020-01718,4
2020-01867,4
2020-02097,4
2020-02319,4
2020-02403,4
2020-02504,4
2020-02510,4
2020-02514,4
2020-02515,4
2020-02518,4
2020-02519,4
2020-02898,4
2020-02951,4
2020-02984,4
2020-03661,4
2020-03848,4
2020-03853,4
2020-04020,4
2020-04138,4
2020-04204,4
2020-04526,4
2019-05166,4
2020-01065,4
2020-01487,4
2020-01961,4
2016-02933,4
2017-02960,4
2017-03467,4
2017-04692,4
2017-04887,4
2017-05375,4
2017-00498,4
2017-01229,4
2017-01765,4
2017-03076,4
2017-03256,4
2017-03604,4
2017-03828,4
2017-04447,4
2017-04530,4
2017-05269,4
2017-05540,4
2018-01519,4
2018-01694,4
2018-02207,4
2018-02670,4
2018-04049,4
2018-00331,4
2018-00510,4
2018-00609,4
2018-00610,4
2018-00788,4
2018-00792,4
2018-01021,4
2018-01305,4
2018-01307,4
2018-01535,4
2018-01635,4
2018-01646,4
2018-01691,4
2018-02159,4
2018-02427,4
2018-02472,4
2018-02951,4
2018-03381,4
2018-03669,4
2018-03713,4
2018-03826,4
2018-04473,4
2019-02051,4
2019-02083,4
2019-02200,4
2019-03463,4
2019-03767,4
2019-04591,4
2019-04604,4
2019-05211,4
2019-05580,4
2019-00309,4
2019-00981,4
2019-01014,4
2019-01081,4
2019-01266,4
2019-01774,4
2019-01779,4
2019-01876,4
2019-03331,4
2019-04121,4
2019-05399,4
2019-05188,4
2019-05320,4
2019-05597,4
2020-00237,4
2020-00396,4
2020-00407,4
2020-00632,4
2020-01040,4
2020-01247,4
2020-01567,4
2020-01649,4
2020-01667,4
2020-01718,4
2020-02097,4
2020-02401,4
2020-02403,4
2020-02504,4
2020-02510,4
2020-02513,4
2020-02514,4
2020-02517,4
2020-02840,4
2020-04204,4
2020-01961,4
2017-03761,4
2017-04447,4
2018-01519,4
2018-01536,4
2018-03208,4
2018-03819,4
2018-03821,4
2018-03829,4
2018-00280,4
2018-00473,4
2018-00914,4
2018-01021,4
2018-01236,4
2018-01357,4
2018-01627,4
2018-01646,4
2018-01881,4
2018-02121,4
2018-02427,4
2018-02953,4
2018-03381,4
2018-03657,4
2018-03669,4
2018-03763,4
2018-04017,4
2018-04415,4
2018-04485,4
2018-04658,4
2018-05396,4
2019-00844,4
2019-01057,4
2019-02697,4
2019-02997,4
2019-03463,4
2019-04347,4
2019-04604,4
2019-04713,4
2019-05101,4
2019-00101,4
2019-00141,4
2019-00269,4
2019-00341,4
2019-00628,4
2019-00635,4
2019-00650,4
2019-01020,4
2019-01285,4
2019-01898,4
2019-02333,4
2019-02798,4
2019-03682,4
2019-04011,4
2019-04121,4
2019-04772,4
2019-05399,4
2020-00115,4
2020-00140,4
2020-00248,4
2020-00317,4
2020-00396,4
2020-00628,4
2020-00632,4
2020-00779,4
2020-01211,4
2020-01417,4
2020-01460,4
2020-01488,4
2020-01530,4
2020-01649,4
2020-01674,4
2020-02319,4
2020-02390,4
2020-02416,4
2020-02512,4
2020-02517,4
2020-02840,4
2020-03108,4
2020-03197,4
2020-03290,4
2020-03853,4
2020-03916,4
2020-03966,4
2020-04008,4
2020-04204,4
2020-01436,4
2020-01961,4
2017-01406,5
2017-04800,5
2017-05300,5
2017-05330,5
2018-00438,5
2018-00797,5
2018-02207,5
2018-02912,5
2018-03025,5
2018-03039,5
2018-03174,5
2018-03621,5
2018-04020,5
2018-04376,5
2018-04648,5
2017-05544,5
2017-05636,5
2018-00298,5
2018-00466,5
2018-00598,5
2018-00609,5
2018-00839,5
2018-00888,5
2018-01102,5
2018-01171,5
2018-01239,5
2018-01305,5
2018-01387,5
2018-01630,5
2018-01635,5
2018-01638,5
2018-01690,5
2018-02109,5
2018-02138,5
2018-02149,5
2018-02159,5
2018-02272,5
2018-02292,5
2018-02415,5
2018-02483,5
2018-02679,5
2018-03027,5
2018-03078,5
2018-03356,5
2018-03709,5
2018-03866,5
2018-03963,5
2018-03986,5
2018-04007,5
2018-04015,5
2018-04018,5
2018-04262,5
2018-04309,5
2018-04317,5
2018-04332,5
2018-04334,5
2018-04343,5
2018-04420,5
2018-04430,5
2018-04729,5
2018-04800,5
2019-01045,5
2019-01209,5
2019-01215,5
2019-01340,5
2019-01910,5
2019-01919,5
2019-01928,5
2019-02289,5
2019-02305,5
2019-02750,5
2019-02812,5
2019-03025,5
2019-03079,5
2019-03086,5
2019-03459,5
2019-03947,5
2019-04727,5
2019-04785,5
2019-05140,5
2019-05577,5
2018-04631,5
2018-05200,5
2019-00226,5
2019-00553,5
2019-00628,5
2019-00668,5
2019-00938,5
2019-01068,5
2019-01243,5
2019-01307,5
2019-01702,5
2019-01808,5
2019-01956,5
2019-01976,5
2019-01997,5
2019-02029,5
2019-02332,5
2019-02444,5
2019-02558,5
2019-02801,5
2019-03293,5
2019-04086,5
2019-04140,5
2019-04336,5
2019-04348,5
2019-04508,5
2019-05364,5
2019-05068,5
2019-05162,5
2020-00109,5
2020-00115,5
2020-00140,5
2020-00346,5
2020-00507,5
2020-00675,5
2020-00678,5
2020-00693,5
2020-01208,5
2020-01236,5
2020-01302,5
2020-01335,5
2020-01336,5
2020-01373,5
2020-01461,5
2020-01586,5
2020-01588,5
2020-01674,5
2020-02411,5
2020-02625,5
2020-02676,5
2020-03092,5
2020-03547,5
2020-03882,5
2020-04149,5
2020-00194,5
2017-01406,5
2017-05249,5
2017-01167,5
2017-03028,5
2017-03443,5
2017-03597,5
2017-03739,5
2017-04179,5
2017-04483,5
2017-04800,5
2017-04805,5
2017-05027,5
2017-05095,5
2017-05250,5
2017-05293,5
2017-05529,5
2018-00451,5
2018-01279,5
2018-01283,5
2018-02512,5
2018-02709,5
2018-02956,5
2018-02960,5
2018-03208,5
2018-03550,5
2018-04421,5
2018-04435,5
2017-05544,5
2017-05636,5
2018-00084,5
2018-00085,5
2018-00094,5
2018-00298,5
2018-00299,5
2018-00377,5
2018-00378,5
2018-00431,5
2018-00839,5
2018-00888,5
2018-00934,5
2018-01135,5
2018-01334,5
2018-01454,5
2018-01487,5
2018-01540,5
2018-01630,5
2018-01635,5
2018-01640,5
2018-01671,5
2018-01691,5
2018-01747,5
2018-01883,5
2018-02165,5
2018-02180,5
2018-02320,5
2018-02417,5
2018-02419,5
2018-02576,5
2018-02786,5
2018-03159,5
2018-03384,5
2018-03579,5
2018-03603,5
2018-03657,5
2018-03695,5
2018-03725,5
2018-03975,5
2018-04017,5
2018-04378,5
2018-04382,5
2018-04420,5
2018-04664,5
2018-04729,5
2018-04968,5
2018-05185,5
2018-05396,5
2019-00753,5
2019-00786,5
2019-00801,5
2019-00843,5
2019-01090,5
2019-01217,5
2019-01526,5
2019-01910,5
2019-01913,5
2019-01940,5
2019-02252,5
2019-02256,5
2019-02289,5
2019-02351,5
2019-02382,5
2019-02831,5
2019-03044,5
2019-03222,5
2019-03690,5
2019-03714,5
2019-03947,5
2019-04335,5
2019-04412,5
2019-04747,5
2019-04785,5
2019-04833,5
2019-04837,5
2019-05065,5
2019-05147,5
2019-05202,5
2019-05211,5
2019-05220,5
2019-05258,5
2019-05819,5
2018-04605,5
2018-04611,5
2018-04616,5
2018-04631,5
2018-04917,5
2019-00101,5
2019-00226,5
2019-00238,5
2019-00247,5
2019-00309,5
2019-00474,5
2019-00499,5
2019-00641,5
2019-00668,5
2019-00922,5
2019-00938,5
2019-00950,5
2019-00996,5
2019-01009,5
2019-01046,5
2019-01333,5
2019-01718,5
2019-01956,5
2019-01976,5
